Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
John Mengelt,0.0,0.0,0.0,0.0,0.0,0.0,1981,1981-01-01
Sonny Parker,0.492,0.0,0.492,0.492,0.734,6.5,1981,1981-01-01
Clifford Ray,0.421,0.0,0.421,0.421,0.468,2.4,1981,1981-01-01
Billy Reid,0.454,0.0,0.467,0.454,0.564,3.2,1981,1981-01-01
Lorenzo Romar,0.412,0.333,0.415,0.417,0.683,4.1,1981,1981-01-01
Purvis Short,0.475,0.176,0.479,0.476,0.82,16.1,1981,1981-01-01
Larry Smith,0.512,0.0,0.512,0.512,0.588,9.6,1981,1981-01-01
Bobby Jones,0.539,0.0,0.541,0.539,0.813,13.5,1981,1981-01-01
Bobby Jones,0.539,0.0,0.541,0.539,0.813,13.5,1981,1981-01-01
Johnny Moore,0.479,0.053,0.495,0.48,0.61,7.4,1981,1981-01-01
Lionel Hollins,0.47,0.133,0.477,0.471,0.731,9.5,1981,1981-01-01
Billy Ray Bates,0.487,0.259,0.501,0.494,0.854,13.8,1981,1981-01-01
Michael Wiley,0.551,0.0,0.559,0.551,0.75,5.7,1981,1981-01-01
Junior Bridgeman,0.487,0.143,0.494,0.489,0.884,16.8,1981,1981-01-01
Quinn Buckner,0.493,0.167,0.495,0.493,0.734,13.3,1981,1981-01-01
Harvey Catchings,0.447,0.0,0.447,0.447,0.641,4.2,1981,1981-01-01
Pat Cummings,0.539,0.0,0.541,0.539,0.707,8.0,1981,1981-01-01
Len Elmore,0.358,0.0,0.358,0.358,0.72,2.9,1981,1981-01-01
Mike Evans,0.46,0.143,0.477,0.464,0.781,4.5,1981,1981-01-01
Mike Gale,0.508,0.286,0.513,0.511,0.809,4.8,1981,1981-01-01
Marques Johnson,0.552,0.0,0.556,0.552,0.706,20.3,1981,1981-01-01
Bob Lanier,0.525,1.0,0.524,0.526,0.751,14.3,1981,1981-01-01
Sidney Moncrief,0.541,0.222,0.545,0.543,0.804,14.0,1981,1981-01-01
Brian Winters,0.475,0.353,0.485,0.488,0.869,11.6,1981,1981-01-01
Maurice Cheeks,0.534,0.375,0.536,0.536,0.787,9.4,1981,1981-01-01
Doug Collins,0.492,0.0,0.492,0.492,0.828,12.3,1981,1981-01-01
Earl Cureton,0.454,0.0,0.456,0.454,0.516,4.2,1981,1981-01-01
Darryl Dawkins,0.607,0.0,0.607,0.607,0.72,14.0,1981,1981-01-01
Julius Erving,0.521,0.222,0.525,0.522,0.787,24.6,1981,1981-01-01
Mickey Johnson,0.448,0.167,0.454,0.45,0.789,12.5,1981,1981-01-01
Reggie Johnson,0.499,0.0,0.499,0.499,0.663,10.2,1981,1981-01-01
Richard Washington,0.455,0.5,0.455,0.456,0.748,10.0,1981,1981-01-01
George Johnson,0.473,0.0,0.473,0.473,0.734,5.0,1981,1981-01-01
Wally Rank,0.368,0.0,0.368,0.368,0.464,2.2,1981,1981-01-01
Tony Price,0.286,0.0,0.286,0.286,0.0,0.8,1981,1981-01-01
Swen Nater,0.553,0.0,0.553,0.553,0.795,15.6,1981,1981-01-01
Steve Hawes,0.523,0.25,0.524,0.524,0.799,12.0,1981,1981-01-01
John Drew,0.456,0.0,0.459,0.456,0.787,21.7,1981,1981-01-01
Charlie Criss,0.454,0.048,0.472,0.455,0.864,9.5,1981,1981-01-01
Art Collins,0.354,0.0,0.361,0.354,0.667,3.2,1981,1981-01-01
Tom Burleson,0.414,0.0,0.414,0.414,0.488,3.3,1981,1981-01-01
Gar Heard,0.376,0.0,0.383,0.376,0.782,4.8,1981,1981-01-01
Ron Davis,0.443,0.25,0.448,0.446,0.595,5.8,1981,1981-01-01
Joe Bryant,0.479,0.133,0.486,0.48,0.791,11.6,1981,1981-01-01
Phil Smith,0.491,0.222,0.496,0.493,0.757,16.8,1981,1981-01-01
Michael Brooks,0.479,0.0,0.482,0.479,0.706,14.7,1981,1981-01-01
Alvan Adams,0.526,0.0,0.526,0.526,0.768,14.9,1981,1981-01-01
Jeff Cook,0.464,0.0,0.468,0.464,0.645,8.5,1981,1981-01-01
Walter Davis,0.539,0.412,0.541,0.542,0.836,18.0,1981,1981-01-01
Johnny High,0.427,0.083,0.442,0.429,0.693,8.4,1981,1981-01-01
Dennis Johnson,0.436,0.216,0.446,0.441,0.82,18.8,1981,1981-01-01
Rich Kelley,0.506,0.0,0.509,0.506,0.758,7.0,1981,1981-01-01
Joel Kramer,0.527,0.0,0.529,0.527,0.692,4.1,1981,1981-01-01
Kyle Macy,0.511,0.235,0.541,0.523,0.899,8.1,1981,1981-01-01
Reggie Carter,0.33,0.0,0.335,0.33,0.739,2.8,1981,1981-01-01
Bill Cartwright,0.554,0.0,0.554,0.554,0.788,20.1,1981,1981-01-01
Larry Demic,0.504,0.0,0.508,0.504,0.63,4.1,1981,1981-01-01
Henry Bibby,0.386,0.337,0.408,0.438,0.684,4.6,1981,1981-01-01
Mike Glenn,0.558,0.364,0.562,0.562,0.891,8.2,1981,1981-01-01
Brian Taylor,0.525,0.383,0.559,0.562,0.789,10.1,1981,1981-01-01
Sidney Wicks,0.437,0.0,0.439,0.437,0.507,6.7,1981,1981-01-01
Winford Boynes,0.387,0.0,0.387,0.387,0.818,6.5,1981,1981-01-01
Hawkeye Whitney,0.487,0.333,0.49,0.49,0.769,7.4,1981,1981-01-01
Jo Jo White,0.439,0.0,0.439,0.439,0.611,6.4,1981,1981-01-01
Scott Wedman,0.477,0.325,0.485,0.485,0.686,19.0,1981,1981-01-01
Lloyd Walton,0.413,0.0,0.415,0.413,0.788,3.4,1981,1981-01-01
Frankie Sanders,0.442,0.0,0.442,0.442,0.909,3.8,1981,1981-01-01
Joe Meriweather,0.496,0.0,0.496,0.496,0.695,7.6,1981,1981-01-01
John Lambert,0.412,0.0,0.417,0.412,0.783,3.3,1981,1981-01-01
Sam Lacey,0.442,0.2,0.444,0.443,0.786,6.9,1981,1981-01-01
Reggie King,0.544,0.0,0.544,0.544,0.684,14.9,1981,1981-01-01
Ernie Grunfeld,0.535,0.0,0.535,0.535,0.743,7.5,1981,1981-01-01
Jerome Whitehead,0.461,0.0,0.464,0.461,0.5,4.0,1981,1981-01-01
Phil Ford,0.478,0.306,0.485,0.484,0.831,17.5,1981,1981-01-01
Otis Birdsong,0.544,0.286,0.551,0.547,0.697,24.6,1981,1981-01-01
Craig Shelton,0.457,0.0,0.459,0.457,0.603,4.3,1981,1981-01-01
Dan Roundfield,0.527,0.0,0.528,0.527,0.721,17.6,1981,1981-01-01
Tree Rollins,0.552,0.0,0.555,0.552,0.807,7.0,1981,1981-01-01
Sam Pellom,0.489,0.0,0.491,0.489,0.698,5.9,1981,1981-01-01
Tom Mcmillen,0.487,0.167,0.491,0.488,0.741,7.4,1981,1981-01-01
Jim Mcelroy,0.386,0.125,0.397,0.389,0.814,3.8,1981,1981-01-01
Wes Matthews,0.494,0.238,0.501,0.497,0.802,12.4,1981,1981-01-01
Eddie Johnson,0.504,0.3,0.508,0.507,0.784,19.1,1981,1981-01-01
Eddie Johnson,0.504,0.3,0.508,0.507,0.784,19.1,1981,1981-01-01
Freeman Williams,0.465,0.34,0.479,0.482,0.852,19.3,1981,1981-01-01
Leon Douglas,0.573,0.0,0.578,0.573,0.548,6.0,1981,1981-01-01
Micheal Ray Richardson,0.469,0.225,0.493,0.479,0.663,16.4,1981,1981-01-01
Campy Russell,0.464,0.308,0.468,0.468,0.781,16.4,1981,1981-01-01
Dewayne Scales,0.418,0.167,0.425,0.42,0.667,4.9,1981,1981-01-01
Mike Mitchell,0.476,0.444,0.476,0.477,0.784,24.5,1981,1981-01-01
Roger Phegley,0.491,0.286,0.497,0.495,0.839,14.4,1981,1981-01-01
Randy Smith,0.466,0.036,0.478,0.466,0.815,14.6,1981,1981-01-01
Robert Smith,0.4,0.0,0.4,0.4,1.0,8.0,1981,1981-01-01
Ron Brewer,0.436,0.143,0.439,0.437,0.798,8.6,1981,1981-01-01
Dave Corzine,0.49,0.0,0.492,0.49,0.714,10.5,1981,1981-01-01
Gus Gerard,0.369,0.0,0.383,0.369,0.675,4.0,1981,1981-01-01
George Gervin,0.492,0.257,0.496,0.494,0.826,27.1,1981,1981-01-01
Larry Wright,0.462,0.286,0.466,0.465,0.803,7.4,1981,1981-01-01
Terry Tyler,0.532,0.0,0.537,0.532,0.592,13.4,1981,1981-01-01
Wayne Robinson,0.46,0.0,0.465,0.46,0.729,7.9,1981,1981-01-01
Bill Laimbeer,0.503,0.0,0.503,0.503,0.765,9.8,1981,1981-01-01
Paul Mokeski,0.489,0.0,0.49,0.489,0.6,7.1,1981,1981-01-01
Ron Lee,0.35,0.154,0.358,0.353,0.724,4.2,1981,1981-01-01
Edmund Lawrence,0.625,0.0,0.625,0.625,0.5,4.0,1981,1981-01-01
Greg Kelser,0.421,0.0,0.424,0.421,0.642,12.3,1981,1981-01-01
Lee Johnson,0.28,0.0,0.28,0.28,0.6,1.4,1981,1981-01-01
Phil Hubbard,0.492,0.333,0.493,0.493,0.69,14.5,1981,1981-01-01
Keith Herron,0.453,0.182,0.456,0.454,0.854,13.7,1981,1981-01-01
Tony Fuller,0.364,0.0,0.369,0.364,0.75,4.0,1981,1981-01-01
Larry Drew,0.407,0.235,0.413,0.411,0.797,6.6,1981,1981-01-01
Norman Black,0.3,0.0,0.3,0.3,0.25,2.7,1981,1981-01-01
Kent Benson,0.473,0.0,0.475,0.473,0.772,15.7,1981,1981-01-01
Paul Griffin,0.511,0.0,0.511,0.511,0.672,6.1,1981,1981-01-01
John Long,0.461,0.182,0.464,0.462,0.87,17.7,1981,1981-01-01
Walter Jordan,0.387,0.0,0.387,0.387,0.588,2.3,1981,1981-01-01
Tom Abernethy,0.424,0.0,0.431,0.424,0.591,1.6,1981,1981-01-01
Mike Bantom,0.489,0.0,0.492,0.489,0.708,14.0,1981,1981-01-01
Marvin Webster,0.466,0.25,0.469,0.468,0.638,5.2,1981,1981-01-01
Ray Williams,0.461,0.235,0.474,0.467,0.817,19.7,1981,1981-01-01
Sly Williams,0.493,0.25,0.496,0.494,0.69,13.2,1981,1981-01-01
Mike Woodson,0.442,0.2,0.446,0.444,0.766,4.7,1981,1981-01-01
Mike Niles,0.348,0.5,0.343,0.355,0.459,2.6,1981,1981-01-01
Truck Robinson,0.505,0.0,0.505,0.505,0.629,18.8,1981,1981-01-01
Alvin Scott,0.497,0.167,0.503,0.499,0.764,5.4,1981,1981-01-01
Mike Bratz,0.39,0.337,0.404,0.425,0.811,10.0,1981,1981-01-01
Mack Calvin,0.333,0.2,0.353,0.346,0.714,2.5,1981,1981-01-01
Kenny Carr,0.511,0.0,0.513,0.511,0.714,15.2,1981,1981-01-01
Don Ford,0.446,0.0,0.452,0.446,0.917,3.5,1981,1981-01-01
Kim Hughes,0.386,0.0,0.386,0.386,0.5,1.0,1981,1981-01-01
Geoff Huston,0.489,0.2,0.491,0.49,0.708,13.2,1981,1981-01-01
Jerry Sichting,0.358,0.0,0.378,0.358,0.781,2.0,1981,1981-01-01
Louis Orr,0.491,0.0,0.495,0.491,0.807,10.5,1981,1981-01-01
Kenny Natt,0.325,0.25,0.333,0.338,0.636,3.1,1981,1981-01-01
George Mcginnis,0.453,0.0,0.457,0.453,0.538,13.1,1981,1981-01-01
Billy Knight,0.533,0.158,0.54,0.534,0.832,17.5,1981,1981-01-01
George Johnson,0.462,0.0,0.468,0.462,0.762,10.6,1981,1981-01-01
George Johnson,0.462,0.0,0.468,0.462,0.762,10.6,1981,1981-01-01
Clemon Johnson,0.504,0.0,0.505,0.504,0.593,7.2,1981,1981-01-01
James Edwards,0.509,0.0,0.51,0.509,0.703,15.6,1981,1981-01-01
Johnny Davis,0.465,0.121,0.477,0.467,0.796,14.4,1981,1981-01-01
Don Buse,0.397,0.328,0.415,0.43,0.769,5.1,1981,1981-01-01
Dudley Bradley,0.474,0.125,0.484,0.476,0.702,8.0,1981,1981-01-01
George Johnson,0.473,0.0,0.473,0.473,0.734,5.0,1981,1981-01-01
Clint Richardson,0.489,0.0,0.49,0.489,0.778,7.0,1981,1981-01-01
Darrell Allums,0.343,0.0,0.348,0.343,0.591,2.7,1981,1981-01-01
Mitch Kupchak,0.525,0.0,0.525,0.525,0.706,12.5,1981,1981-01-01
Brad Holland,0.423,0.333,0.426,0.428,0.714,3.2,1981,1981-01-01
Tony Jackson,0.333,0.0,0.333,0.333,0.0,1.0,1981,1981-01-01
Magic Johnson,0.532,0.176,0.542,0.534,0.76,21.6,1981,1981-01-01
Eddie Jordan,0.426,0.273,0.436,0.435,0.685,5.3,1981,1981-01-01
Mark Landsberger,0.502,0.0,0.503,0.502,0.534,5.7,1981,1981-01-01
Norm Nixon,0.476,0.167,0.479,0.477,0.778,17.1,1981,1981-01-01
Myles Patrick,0.4,0.0,0.4,0.4,0.5,1.7,1981,1981-01-01
Jamaal Wilkes,0.526,0.077,0.53,0.526,0.758,22.6,1981,1981-01-01
Mike Dunleavy,0.491,0.063,0.502,0.491,0.839,10.5,1981,1981-01-01
Vinnie Johnson,0.534,0.2,0.536,0.534,0.793,13.0,1981,1981-01-01
John Johnson,0.431,0.0,0.431,0.431,0.808,11.5,1981,1981-01-01
Armond Hill,0.349,0.0,0.357,0.349,0.82,5.0,1981,1981-01-01
Bill Hanzlik,0.478,0.2,0.482,0.479,0.793,5.4,1981,1981-01-01
Jacky Dorsey,0.286,0.0,0.286,0.286,0.52,1.8,1981,1981-01-01
James Donaldson,0.542,0.0,0.542,0.542,0.594,5.3,1981,1981-01-01
Fred Brown,0.488,0.359,0.496,0.499,0.832,15.5,1981,1981-01-01
James Bailey,0.499,0.5,0.499,0.5,0.709,14.0,1981,1981-01-01
Alan Hardy,0.373,0.0,0.373,0.373,0.7,2.3,1981,1981-01-01
John Williamson,0.321,0.167,0.34,0.33,0.833,4.7,1981,1981-01-01
Michael Cooper,0.491,0.211,0.499,0.494,0.785,9.4,1981,1981-01-01
Butch Carter,0.462,0.3,0.468,0.468,0.737,5.6,1981,1981-01-01
Ronnie Valentine,0.378,0.5,0.375,0.383,0.474,3.5,1981,1981-01-01
David Thompson,0.506,0.256,0.513,0.509,0.795,25.5,1981,1981-01-01
John Roche,0.458,0.333,0.48,0.483,0.753,8.9,1981,1981-01-01
James Ray,0.306,0.0,0.313,0.306,0.7,2.1,1981,1981-01-01
Jawann Oldham,0.333,0.0,0.333,0.333,0.0,1.0,1981,1981-01-01
Dan Issel,0.503,0.167,0.507,0.504,0.759,21.9,1981,1981-01-01
Cedrick Hordges,0.46,0.0,0.463,0.46,0.699,8.4,1981,1981-01-01
Kenny Higgs,0.441,0.118,0.466,0.445,0.814,7.8,1981,1981-01-01
Glen Gondrezick,0.471,0.0,0.474,0.471,0.818,5.8,1981,1981-01-01
Alex English,0.494,0.6,0.494,0.495,0.85,23.8,1981,1981-01-01
T.R. Dunn,0.412,0.0,0.415,0.412,0.653,4.5,1981,1981-01-01
Allen Leavell,0.471,0.118,0.482,0.473,0.832,8.1,1981,1981-01-01
Tom Henderson,0.413,0.0,0.416,0.413,0.821,5.3,1981,1981-01-01
Calvin Garrett,0.453,0.333,0.454,0.454,0.806,6.1,1981,1981-01-01
Mike Dunleavy,0.491,0.063,0.502,0.491,0.839,10.5,1981,1981-01-01
Kareem Abdul-Jabbar,0.574,0.0,0.574,0.574,0.766,26.2,1981,1981-01-01
Jim Brewer,0.513,0.0,0.518,0.513,0.375,2.8,1981,1981-01-01
Jim Chones,0.503,0.0,0.506,0.503,0.653,10.8,1981,1981-01-01
Kiki Vandeweghe,0.426,0.0,0.432,0.426,0.818,11.5,1981,1981-01-01
Wes Unseld,0.524,0.5,0.525,0.527,0.64,8.0,1981,1981-01-01
Anthony Roberts,0.375,0.0,0.375,0.375,0.655,4.9,1981,1981-01-01
Lewis Brown,0.0,0.0,0.0,0.0,0.4,1.0,1981,1981-01-01
Dave Britton,0.667,0.0,0.667,0.667,0.0,2.0,1981,1981-01-01
Greg Ballard,0.463,0.219,0.47,0.466,0.847,15.5,1981,1981-01-01
Tiny Archibald,0.499,0.0,0.505,0.499,0.816,13.8,1981,1981-01-01
Larry Bird,0.478,0.27,0.489,0.485,0.863,21.2,1981,1981-01-01
M.L. Carr,0.449,0.071,0.475,0.451,0.791,6.0,1981,1981-01-01
Terry Duerod,0.444,0.5,0.44,0.462,0.756,4.9,1981,1981-01-01
Eric Fernsten,0.481,0.0,0.481,0.481,0.667,2.1,1981,1981-01-01
Chris Ford,0.444,0.33,0.465,0.47,0.736,8.9,1981,1981-01-01
Gerald Henderson,0.451,0.063,0.462,0.452,0.72,7.8,1981,1981-01-01
Gerald Henderson,0.451,0.063,0.462,0.452,0.72,7.8,1981,1981-01-01
Wayne Kreklow,0.234,0.25,0.233,0.245,0.7,1.2,1981,1981-01-01
Cedric Maxwell,0.588,0.0,0.589,0.588,0.782,15.2,1981,1981-01-01
Kevin Mchale,0.533,0.0,0.535,0.533,0.679,10.0,1981,1981-01-01
Robert Parish,0.545,0.0,0.545,0.545,0.71,18.9,1981,1981-01-01
Rick Robey,0.545,0.0,0.546,0.545,0.574,9.0,1981,1981-01-01
Dennis Awtrey,0.473,0.0,0.473,0.473,0.7,2.2,1981,1981-01-01
Austin Carr,0.372,0.0,0.383,0.372,0.63,4.4,1981,1981-01-01
Carlos Terry,0.5,0.0,0.519,0.5,0.667,7.2,1981,1981-01-01
Don Collins,0.444,0.0,0.447,0.444,0.776,11.5,1981,1981-01-01
Sam Worthen,0.495,0.0,0.505,0.495,0.75,3.7,1981,1981-01-01
Kevin Porter,0.519,0.25,0.523,0.521,0.773,13.4,1981,1981-01-01
Keith Mccord,0.5,0.0,0.5,0.5,0.0,2.0,1981,1981-01-01
Andre Mccarter,0.378,0.25,0.386,0.385,0.75,2.8,1981,1981-01-01
Rick Mahorn,0.507,0.0,0.507,0.507,0.675,4.8,1981,1981-01-01
Elvin Hayes,0.451,0.0,0.454,0.451,0.617,17.8,1981,1981-01-01
Kevin Grevey,0.453,0.331,0.471,0.474,0.841,17.2,1981,1981-01-01
Coby Dietrick,0.456,0.333,0.459,0.459,0.694,4.5,1981,1981-01-01
Artis Gilmore,0.67,0.0,0.67,0.67,0.705,17.9,1981,1981-01-01
Dave Greenwood,0.486,0.0,0.487,0.486,0.748,14.4,1981,1981-01-01
Dwight Jones,0.483,0.0,0.483,0.483,0.776,7.6,1981,1981-01-01
Larry Kenon,0.48,0.0,0.48,0.48,0.735,14.1,1981,1981-01-01
Ronnie Lester,0.417,0.0,0.417,0.417,0.909,3.8,1981,1981-01-01
Scott May,0.488,0.0,0.488,0.488,0.758,7.0,1981,1981-01-01
Ricky Sobers,0.462,0.258,0.481,0.473,0.935,13.5,1981,1981-01-01
Reggie Theus,0.495,0.2,0.521,0.503,0.809,18.9,1981,1981-01-01
Bob Wilkerson,0.462,0.1,0.467,0.462,0.84,10.0,1981,1981-01-01
James Wilkes,0.462,0.0,0.464,0.462,0.69,4.1,1981,1981-01-01
Bob Dandridge,0.426,0.0,0.428,0.426,0.718,10.0,1981,1981-01-01
Moses Malone,0.522,0.333,0.522,0.522,0.757,27.8,1981,1981-01-01
Major Jones,0.464,0.0,0.466,0.464,0.634,4.4,1981,1981-01-01
Billy Paultz,0.507,0.0,0.51,0.507,0.49,7.4,1981,1981-01-01
Mike Gminski,0.423,0.0,0.424,0.423,0.767,13.2,1981,1981-01-01
Bill Robinzine,0.475,0.167,0.477,0.475,0.776,12.9,1981,1981-01-01
Maurice Lucas,0.484,0.0,0.485,0.484,0.752,14.7,1981,1981-01-01
Bob Mcadoo,0.433,0.0,0.436,0.433,0.707,10.3,1981,1981-01-01
Lowes Moore,0.444,0.148,0.461,0.448,0.75,7.0,1981,1981-01-01
Andrew Toney,0.495,0.31,0.502,0.501,0.712,12.9,1981,1981-01-01
Mike Newlin,0.497,0.333,0.501,0.501,0.888,21.4,1981,1981-01-01
Mike O'Koren,0.486,0.278,0.491,0.489,0.637,11.0,1981,1981-01-01
Cliff Robinson,0.491,1.0,0.49,0.491,0.718,19.5,1981,1981-01-01
Rory Sparrow,0.349,0.0,0.349,0.349,0.75,3.7,1981,1981-01-01
Jan Van Breda Kolff,0.408,0.25,0.414,0.412,0.838,3.8,1981,1981-01-01
Bob Elliott,0.511,0.5,0.511,0.512,0.599,7.5,1981,1981-01-01
Foots Walker,0.426,0.222,0.438,0.432,0.793,5.7,1981,1981-01-01
Brad Davis,0.561,0.176,0.578,0.565,0.799,11.2,1981,1981-01-01
Monti Davis,0.2,0.0,0.2,0.2,0.2,1.5,1981,1981-01-01
Ralph Drollinger,0.5,0.0,0.5,0.5,0.25,2.5,1981,1981-01-01
Abdul Jeelani,0.425,0.0,0.426,0.425,0.814,8.4,1981,1981-01-01
Clarence Kea,0.457,0.0,0.463,0.457,0.694,7.3,1981,1981-01-01
Chad Kinch,0.369,0.0,0.369,0.369,0.778,2.9,1981,1981-01-01
Calvin Murphy,0.492,0.235,0.496,0.493,0.958,16.7,1981,1981-01-01
Tom Lagarde,0.47,0.0,0.47,0.47,0.649,13.7,1981,1981-01-01
Scott Lloyd,0.448,0.0,0.45,0.448,0.717,8.8,1981,1981-01-01
Ollie Mack,0.46,0.0,0.467,0.46,0.64,9.8,1981,1981-01-01
Jim Spanarkel,0.467,0.1,0.471,0.467,0.887,14.4,1981,1981-01-01
Marty Byrnes,0.479,0.45,0.48,0.489,0.764,7.8,1981,1981-01-01
Darwin Cook,0.468,0.24,0.475,0.471,0.733,11.2,1981,1981-01-01
Edgar Jones,0.529,0.0,0.535,0.529,0.67,8.7,1981,1981-01-01
Stan Pietkiewicz,0.413,0.396,0.422,0.482,0.786,3.4,1981,1981-01-01
Rudy White,0.354,0.0,0.359,0.354,0.938,3.8,1981,1981-01-01
Paul Westphal,0.442,0.24,0.453,0.448,0.832,16.7,1981,1981-01-01
Wally Walker,0.463,0.0,0.465,0.463,0.645,8.4,1981,1981-01-01
John Shumate,0.427,0.0,0.427,0.427,0.724,7.0,1981,1981-01-01
Lonnie Shelton,0.42,0.0,0.42,0.42,0.655,13.0,1981,1981-01-01
Jack Sikma,0.454,0.0,0.456,0.454,0.823,18.7,1981,1981-01-01
Rudy Tomjanovich,0.467,0.235,0.49,0.478,0.793,11.6,1981,1981-01-01
John Stroud,0.324,0.0,0.324,0.324,0.75,2.8,1981,1981-01-01
Robert Reid,0.482,0.0,0.483,0.482,0.756,15.9,1981,1981-01-01
Bill Willoughby,0.523,0.0,0.523,0.523,0.766,6.3,1981,1981-01-01
Jerry Sichting,0.469,0.111,0.486,0.472,0.763,4.2,1982,1982-01-01
Scott Lloyd,0.379,0.5,0.377,0.382,0.758,3.9,1982,1982-01-01
Don Buse,0.455,0.386,0.482,0.509,0.813,9.7,1982,1982-01-01
Butch Carter,0.468,0.32,0.477,0.478,0.829,5.9,1982,1982-01-01
Tom Lagarde,0.42,0.0,0.423,0.42,0.518,6.6,1982,1982-01-01
Elston Turner,0.441,0.0,0.444,0.441,0.703,8.3,1982,1982-01-01
Jay Vincent,0.497,0.25,0.497,0.497,0.716,21.4,1982,1982-01-01
Jim Spanarkel,0.479,0.333,0.485,0.486,0.853,10.1,1982,1982-01-01
Artis Gilmore,0.652,1.0,0.652,0.653,0.768,18.5,1982,1982-01-01
Coby Dietrick,0.46,0.0,0.462,0.46,0.704,3.0,1982,1982-01-01
Roger Burkman,0.0,0.0,0.0,0.0,0.833,0.8,1982,1982-01-01
Ray Blume,0.459,0.222,0.48,0.468,0.643,4.6,1982,1982-01-01
Danny Ainge,0.357,0.294,0.363,0.369,0.862,4.1,1982,1982-01-01
Tom Owens,0.47,0.5,0.47,0.471,0.801,10.5,1982,1982-01-01
Kurt Nimphius,0.461,0.0,0.461,0.461,0.583,5.3,1982,1982-01-01
Tiny Archibald,0.472,0.375,0.475,0.477,0.747,12.6,1982,1982-01-01
George Mcginnis,0.373,0.0,0.376,0.373,0.453,4.7,1982,1982-01-01
Billy Knight,0.495,0.281,0.504,0.501,0.826,12.3,1982,1982-01-01
George Johnson,0.412,0.0,0.415,0.412,0.75,5.1,1982,1982-01-01
George Johnson,0.412,0.0,0.415,0.412,0.75,5.1,1982,1982-01-01
Clemon Johnson,0.487,0.0,0.487,0.487,0.651,9.5,1982,1982-01-01
Johnny Davis,0.467,0.185,0.473,0.469,0.799,17.0,1982,1982-01-01
Louis Orr,0.497,0.125,0.501,0.497,0.799,11.5,1982,1982-01-01
Ollie Mack,0.322,0.0,0.333,0.322,0.75,3.4,1982,1982-01-01
Herb Williams,0.477,0.286,0.478,0.478,0.67,11.5,1982,1982-01-01
Brad Davis,0.515,0.286,0.53,0.524,0.804,12.1,1982,1982-01-01
Ricky Sobers,0.453,0.25,0.474,0.465,0.768,11.8,1982,1982-01-01
Reggie Theus,0.469,0.25,0.489,0.479,0.808,18.4,1982,1982-01-01
James Wilkes,0.481,0.0,0.483,0.481,0.725,5.5,1982,1982-01-01
Orlando Woolridge,0.513,0.0,0.517,0.513,0.699,7.3,1982,1982-01-01
Kermit Washington,0.487,0.0,0.487,0.487,0.585,5.0,1982,1982-01-01
Pete Verhoeven,0.503,0.0,0.503,0.503,0.708,4.9,1982,1982-01-01
Darnell Valentine,0.413,0.0,0.421,0.413,0.76,6.4,1982,1982-01-01
Mychal Thompson,0.523,0.0,0.523,0.523,0.628,20.8,1982,1982-01-01
Kelvin Ransey,0.46,0.079,0.474,0.462,0.761,16.1,1982,1982-01-01
Jackie Robinson,0.333,0.0,0.333,0.333,1.0,3.3,1982,1982-01-01
Jim Paxson,0.526,0.229,0.535,0.529,0.767,18.9,1982,1982-01-01
Jeff Lamp,0.51,0.0,0.513,0.51,0.82,4.6,1982,1982-01-01
Kevin Kunnert,0.417,0.0,0.417,0.417,0.529,2.3,1982,1982-01-01
Mike Harper,0.497,0.0,0.499,0.497,0.627,6.8,1982,1982-01-01
Pétur Guðmundsson,0.5,1.0,0.497,0.503,0.684,3.2,1982,1982-01-01
Bob Gross,0.537,0.5,0.538,0.542,0.75,7.2,1982,1982-01-01
Billy Ray Bates,0.473,0.293,0.484,0.481,0.787,11.1,1982,1982-01-01
Kiki Vandeweghe,0.56,0.077,0.565,0.561,0.857,21.5,1982,1982-01-01
Carl Bailey,1.0,0.0,1.0,1.0,0.0,2.0,1982,1982-01-01
Dennis Awtrey,0.333,0.0,0.333,0.333,0.556,1.5,1982,1982-01-01
Calvin Natt,0.576,0.25,0.579,0.577,0.75,17.7,1982,1982-01-01
Ronnie Lester,0.501,0.5,0.501,0.504,0.813,11.6,1982,1982-01-01
Larry Kenon,0.466,0.0,0.466,0.466,0.568,7.2,1982,1982-01-01
Dwight Jones,0.53,1.0,0.529,0.531,0.723,10.0,1982,1982-01-01
Wayne Cooper,0.42,0.125,0.424,0.421,0.744,9.0,1982,1982-01-01
Raymond Townsend,0.268,0.222,0.281,0.293,0.55,2.5,1982,1982-01-01
Sly Williams,0.556,0.222,0.561,0.557,0.757,13.9,1982,1982-01-01
Paul Westphal,0.443,0.25,0.452,0.448,0.766,11.7,1982,1982-01-01
Marvin Webster,0.491,0.0,0.491,0.491,0.635,6.2,1982,1982-01-01
Randy Smith,0.465,0.273,0.468,0.467,0.808,10.0,1982,1982-01-01
Dewayne Scales,0.2,0.0,0.2,0.2,0.5,1.0,1982,1982-01-01
Campy Russell,0.478,0.439,0.481,0.492,0.776,13.9,1982,1982-01-01
Micheal Ray Richardson,0.461,0.188,0.483,0.468,0.7,17.9,1982,1982-01-01
Mike Newlin,0.465,0.304,0.471,0.471,0.857,9.3,1982,1982-01-01
Maurice Lucas,0.504,0.0,0.506,0.504,0.725,15.8,1982,1982-01-01
Toby Knight,0.557,0.0,0.557,0.557,0.68,5.5,1982,1982-01-01
Larry Demic,0.47,0.0,0.476,0.47,0.359,1.9,1982,1982-01-01
