Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Bill Laimbeer,0.499,0.349,0.515,0.516,0.84,13.7,1989,1989-01-01
Jerome Kersey,0.469,0.286,0.472,0.471,0.694,17.5,1989,1989-01-01
Caldwell Jones,0.421,0.0,0.423,0.421,0.787,2.8,1989,1989-01-01
Steve Johnson,0.524,0.0,0.524,0.524,0.527,10.0,1989,1989-01-01
Rolando Ferreira,0.056,0.0,0.056,0.056,0.875,0.8,1989,1989-01-01
Kevin Duckworth,0.477,0.0,0.478,0.477,0.757,18.1,1989,1989-01-01
Clyde Drexler,0.496,0.26,0.511,0.504,0.799,27.2,1989,1989-01-01
Mark Bryant,0.486,0.0,0.486,0.486,0.58,5.0,1989,1989-01-01
Fennis Dembo,0.333,0.0,0.368,0.333,0.8,1.2,1989,1989-01-01
Adrian Branch,0.463,0.226,0.481,0.471,0.725,7.4,1989,1989-01-01
Richard Anderson,0.417,0.348,0.464,0.487,0.842,5.2,1989,1989-01-01
Micheal Williams,0.364,0.222,0.375,0.372,0.66,2.6,1989,1989-01-01
Isiah Thomas,0.464,0.273,0.485,0.477,0.818,18.2,1989,1989-01-01
John Salley,0.498,0.0,0.502,0.498,0.692,7.0,1989,1989-01-01
Dennis Rodman,0.595,0.231,0.614,0.601,0.626,9.0,1989,1989-01-01
Rick Mahorn,0.517,0.0,0.519,0.517,0.748,7.3,1989,1989-01-01
John Long,0.409,0.4,0.41,0.421,0.921,5.5,1989,1989-01-01
Sam Bowie,0.451,0.714,0.438,0.467,0.571,8.6,1989,1989-01-01
Darryl Dawkins,0.474,0.0,0.474,0.474,0.5,1.9,1989,1989-01-01
Mark Aguirre,0.461,0.293,0.488,0.481,0.733,18.9,1989,1989-01-01
Jerome Whitehead,0.396,0.0,0.396,0.396,0.66,3.1,1989,1989-01-01
Kiki Vandeweghe,0.469,0.396,0.479,0.492,0.899,11.1,1989,1989-01-01
Muggsy Bogues,0.426,0.077,0.437,0.427,0.75,5.4,1989,1989-01-01
Rex Chapman,0.414,0.314,0.431,0.437,0.795,16.9,1989,1989-01-01
Earl Cureton,0.501,0.0,0.502,0.501,0.537,6.5,1989,1989-01-01
Dell Curry,0.491,0.345,0.509,0.51,0.87,11.9,1989,1989-01-01
Michael Holton,0.427,0.214,0.433,0.43,0.839,8.3,1989,1989-01-01
Dave Hoppen,0.564,0.5,0.564,0.565,0.727,6.5,1989,1989-01-01
Kenny Walker,0.489,0.25,0.503,0.496,0.776,5.3,1989,1989-01-01
Tim Kempton,0.51,0.0,0.512,0.51,0.686,6.1,1989,1989-01-01
Ralph Lewis,0.479,0.333,0.483,0.483,0.487,3.2,1989,1989-01-01
Sidney Lowe,0.32,0.0,0.348,0.32,0.636,1.6,1989,1989-01-01
Kurt Rambis,0.518,0.0,0.521,0.518,0.734,11.1,1989,1989-01-01
Robert Reid,0.428,0.327,0.432,0.435,0.776,14.7,1989,1989-01-01
Brian Rowsom,0.494,1.0,0.491,0.497,0.802,6.6,1989,1989-01-01
Tom Tolbert,0.459,0.0,0.5,0.459,0.5,2.9,1989,1989-01-01
Kelly Tripucka,0.467,0.357,0.476,0.48,0.866,22.6,1989,1989-01-01
Greg Kite,0.43,0.0,0.43,0.43,0.488,2.1,1989,1989-01-01
Terry Porter,0.471,0.361,0.497,0.506,0.84,17.7,1989,1989-01-01
Eddie Lee Wilkins,0.465,0.0,0.467,0.465,0.55,4.1,1989,1989-01-01
Greg Anderson,0.503,0.0,0.505,0.503,0.514,13.7,1989,1989-01-01
Jay Vincent,0.405,0.333,0.406,0.407,0.667,8.6,1989,1989-01-01
Mike Smrek,0.471,0.0,0.471,0.471,0.645,4.5,1989,1989-01-01
Keith Smart,0.0,0.0,0.0,0.0,1.0,1.0,1989,1989-01-01
Scott Roth,0.353,0.188,0.371,0.362,0.69,2.9,1989,1989-01-01
Alvin Robertson,0.483,0.2,0.497,0.488,0.723,17.3,1989,1989-01-01
Calvin Natt,0.405,0.0,0.409,0.405,0.722,6.3,1989,1989-01-01
Todd Mitchell,0.443,0.0,0.443,0.443,0.578,5.1,1989,1989-01-01
Gerald Wilkins,0.451,0.297,0.482,0.476,0.756,14.3,1989,1989-01-01
Vernon Maxwell,0.432,0.248,0.466,0.451,0.745,11.7,1989,1989-01-01
Pétur Guðmundsson,0.36,0.0,0.36,0.36,0.75,4.2,1989,1989-01-01
Johnny Dawkins,0.443,0.0,0.447,0.443,0.893,14.2,1989,1989-01-01
Dallas Comegys,0.487,0.0,0.49,0.487,0.658,6.5,1989,1989-01-01
Frank Brickowski,0.515,0.0,0.517,0.515,0.715,13.7,1989,1989-01-01
Anthony Bowie,0.5,0.2,0.511,0.503,0.667,8.6,1989,1989-01-01
Willie Anderson,0.498,0.19,0.503,0.5,0.775,18.6,1989,1989-01-01
Michael Anderson,0.417,0.143,0.429,0.42,0.695,5.7,1989,1989-01-01
Albert King,0.431,0.25,0.451,0.443,0.771,7.1,1989,1989-01-01
Mychal Thompson,0.559,0.0,0.56,0.559,0.678,9.2,1989,1989-01-01
Jerry Sichting,0.442,0.25,0.467,0.457,0.875,4.1,1989,1989-01-01
Clinton Wheeler,0.517,0.0,0.523,0.517,0.75,3.8,1989,1989-01-01
Rodney Mccray,0.466,0.227,0.474,0.47,0.722,12.6,1989,1989-01-01
Brad Lohaus,0.432,0.091,0.44,0.433,0.786,6.5,1989,1989-01-01
Michael Jackson,0.375,0.333,0.389,0.417,0.5,1.5,1989,1989-01-01
Ben Gillery,0.316,0.0,0.316,0.316,0.565,1.0,1989,1989-01-01
Vinny Del Negro,0.475,0.3,0.482,0.481,0.85,7.1,1989,1989-01-01
Ricky Berry,0.45,0.406,0.467,0.507,0.789,11.0,1989,1989-01-01
Randy Allen,0.421,0.0,0.444,0.421,0.5,2.4,1989,1989-01-01
Danny Ainge,0.457,0.38,0.488,0.512,0.854,17.5,1989,1989-01-01
Kevin Mchale,0.546,0.0,0.548,0.546,0.818,22.5,1989,1989-01-01
Robert Parish,0.57,0.0,0.57,0.57,0.719,18.6,1989,1989-01-01
Jim Paxson,0.454,0.167,0.47,0.458,0.816,8.6,1989,1989-01-01
Ed Pinckney,0.513,0.0,0.518,0.513,0.8,11.5,1989,1989-01-01
Ramón Rivas,0.387,0.0,0.4,0.387,0.64,1.4,1989,1989-01-01
Brian Shaw,0.433,0.0,0.441,0.433,0.826,8.6,1989,1989-01-01
Kelvin Upshaw,0.467,0.2,0.487,0.474,0.692,6.8,1989,1989-01-01
Jim Petersen,0.459,0.0,0.465,0.459,0.747,10.2,1989,1989-01-01
Harold Pressley,0.439,0.403,0.457,0.507,0.78,12.3,1989,1989-01-01
Kenny Smith,0.462,0.359,0.475,0.482,0.737,17.3,1989,1989-01-01
Wayman Tisdale,0.514,0.0,0.516,0.514,0.773,17.5,1989,1989-01-01
David Rivers,0.402,0.167,0.414,0.406,0.833,2.9,1989,1989-01-01
Mark Mcnamara,0.5,0.0,0.5,0.5,0.628,2.9,1989,1989-01-01
Jeff Lamp,0.391,0.5,0.385,0.406,0.8,1.6,1989,1989-01-01
Magic Johnson,0.509,0.314,0.548,0.535,0.911,22.5,1989,1989-01-01
A.C. Green,0.529,0.235,0.536,0.532,0.786,13.3,1989,1989-01-01
Michael Cooper,0.431,0.381,0.468,0.512,0.871,7.3,1989,1989-01-01
Tony Campbell,0.458,0.095,0.481,0.461,0.843,6.2,1989,1989-01-01
Greg Butler,0.417,0.0,0.444,0.417,0.8,1.7,1989,1989-01-01
Kareem Abdul-Jabbar,0.475,0.0,0.477,0.475,0.739,10.1,1989,1989-01-01
Larry Bird,0.471,0.0,0.471,0.471,0.947,19.3,1989,1989-01-01
Mark Eaton,0.462,0.0,0.462,0.462,0.66,6.2,1989,1989-01-01
Kevin Gamble,0.551,0.182,0.584,0.559,0.636,4.3,1989,1989-01-01
Ron Grandison,0.415,0.0,0.447,0.415,0.738,2.5,1989,1989-01-01
Dennis Johnson,0.434,0.14,0.459,0.44,0.821,10.0,1989,1989-01-01
Joe Kleine,0.405,0.0,0.407,0.405,0.882,6.5,1989,1989-01-01
Reggie Lewis,0.486,0.136,0.493,0.488,0.787,18.5,1989,1989-01-01
Mark Acres,0.482,1.0,0.478,0.487,0.542,2.2,1989,1989-01-01
Patrick Ewing,0.567,0.0,0.57,0.567,0.746,22.7,1989,1989-01-01
Patrick Ewing,0.567,0.0,0.57,0.567,0.746,22.7,1989,1989-01-01
Sidney Green,0.46,0.0,0.463,0.46,0.759,6.3,1989,1989-01-01
Ben Coleman,0.485,0.0,0.485,0.485,0.792,5.1,1989,1989-01-01
Maurice Cheeks,0.483,0.077,0.49,0.483,0.774,11.6,1989,1989-01-01
Scott Brooks,0.42,0.359,0.463,0.495,0.884,5.2,1989,1989-01-01
Charles Barkley,0.579,0.216,0.636,0.594,0.753,25.8,1989,1989-01-01
Ron Anderson,0.491,0.182,0.494,0.492,0.856,16.2,1989,1989-01-01
Brad Davis,0.483,0.314,0.545,0.525,0.805,6.4,1989,1989-01-01
James Donaldson,0.573,0.0,0.573,0.573,0.766,9.1,1989,1989-01-01
Mike Gminski,0.477,0.0,0.479,0.477,0.871,17.2,1989,1989-01-01
Derek Harper,0.477,0.356,0.517,0.521,0.806,17.3,1989,1989-01-01
Sam Perkins,0.464,0.184,0.476,0.468,0.833,15.0,1989,1989-01-01
Roy Tarpley,0.541,0.0,0.544,0.541,0.688,17.3,1989,1989-01-01
Terry Tyler,0.469,0.111,0.479,0.471,0.758,5.5,1989,1989-01-01
Bill Wennington,0.433,0.111,0.444,0.435,0.744,4.6,1989,1989-01-01
Morlon Wiley,0.404,0.25,0.444,0.43,0.813,2.2,1989,1989-01-01
Herb Williams,0.436,0.0,0.439,0.436,0.686,10.2,1989,1989-01-01
Danny Young,0.46,0.34,0.49,0.494,0.781,6.2,1989,1989-01-01
Anthony Jones,0.367,0.25,0.397,0.392,0.875,2.3,1989,1989-01-01
Brook Steppe,0.423,0.556,0.406,0.455,0.865,3.8,1989,1989-01-01
Hersey Hawkins,0.455,0.428,0.461,0.492,0.831,15.1,1989,1989-01-01
Gerald Henderson,0.414,0.308,0.461,0.461,0.819,6.5,1989,1989-01-01
Mark Jackson,0.467,0.338,0.507,0.507,0.698,16.9,1989,1989-01-01
Pete Myers,0.425,0.0,0.437,0.425,0.688,2.9,1989,1989-01-01
Johnny Newman,0.475,0.338,0.534,0.526,0.815,16.0,1989,1989-01-01
Charles Oakley,0.51,0.25,0.526,0.517,0.773,12.9,1989,1989-01-01
Rod Strickland,0.467,0.322,0.484,0.484,0.745,8.9,1989,1989-01-01
Trent Tucker,0.454,0.399,0.512,0.556,0.782,8.5,1989,1989-01-01
Uwe Blab,0.462,0.0,0.462,0.462,0.8,1.8,1989,1989-01-01
Gerald Henderson,0.414,0.308,0.461,0.461,0.819,6.5,1989,1989-01-01
Rolando Blackman,0.476,0.353,0.485,0.488,0.854,19.7,1989,1989-01-01
David Wingate,0.47,0.333,0.477,0.478,0.794,4.2,1989,1989-01-01
Chris Welp,0.446,0.0,0.448,0.446,0.658,3.4,1989,1989-01-01
Bob Thornton,0.423,0.333,0.426,0.428,0.533,2.4,1989,1989-01-01
Derek Smith,0.435,0.226,0.449,0.443,0.686,8.7,1989,1989-01-01
Jim Rowinski,0.25,0.0,0.25,0.25,0.833,0.8,1989,1989-01-01
Cliff Robinson,0.481,0.0,0.484,0.481,0.727,15.1,1989,1989-01-01
Shelton Jones,0.445,0.0,0.447,0.445,0.725,4.8,1989,1989-01-01
Adrian Dantley,0.493,0.0,0.493,0.493,0.81,19.2,1989,1989-01-01
Jim Farmer,0.401,0.45,0.393,0.433,0.707,4.1,1989,1989-01-01
Charles Smith,0.495,0.0,0.497,0.495,0.725,16.3,1989,1989-01-01
Bob Hansen,0.467,0.352,0.492,0.498,0.56,7.4,1989,1989-01-01
John Lucas,0.398,0.265,0.437,0.428,0.701,4.2,1989,1989-01-01
Xavier Mcdaniel,0.489,0.306,0.494,0.493,0.732,20.5,1989,1989-01-01
Derrick Mckey,0.502,0.337,0.519,0.518,0.803,15.9,1989,1989-01-01
Nate Mcmillan,0.41,0.214,0.443,0.426,0.63,7.1,1989,1989-01-01
Olden Polynice,0.506,0.0,0.511,0.506,0.593,2.9,1989,1989-01-01
Jerry Reynolds,0.417,0.2,0.427,0.422,0.76,7.6,1989,1989-01-01
Russ Schoene,0.387,0.382,0.389,0.447,0.807,5.2,1989,1989-01-01
Terry Cummings,0.467,0.467,0.467,0.469,0.787,22.9,1989,1989-01-01
Mark Davis,0.48,0.1,0.522,0.485,0.824,3.8,1989,1989-01-01
Mark Davis,0.48,0.1,0.522,0.485,0.824,3.8,1989,1989-01-01
Sedale Threatt,0.494,0.367,0.502,0.505,0.818,8.6,1989,1989-01-01
Billy Thompson,0.487,0.0,0.49,0.487,0.696,10.8,1989,1989-01-01
Jon Sundvold,0.455,0.522,0.444,0.49,0.825,10.4,1989,1989-01-01
Rory Sparrow,0.452,0.243,0.469,0.461,0.879,12.5,1989,1989-01-01
John Shasky,0.488,0.0,0.492,0.488,0.689,5.5,1989,1989-01-01
Rony Seikaly,0.448,0.25,0.449,0.448,0.511,10.9,1989,1989-01-01
Dave Popson,0.4,0.0,0.4,0.4,0.5,2.0,1989,1989-01-01
Craig Neal,0.366,0.294,0.393,0.407,0.609,2.2,1989,1989-01-01
Grant Long,0.486,0.0,0.489,0.486,0.749,11.9,1989,1989-01-01
Scott Hastings,0.436,0.321,0.447,0.45,0.85,5.1,1989,1989-01-01
Sylvester Gray,0.42,0.25,0.421,0.421,0.673,8.0,1989,1989-01-01
Kevin Edwards,0.425,0.27,0.431,0.43,0.746,13.8,1989,1989-01-01
Pat Cummings,0.5,0.0,0.503,0.5,0.742,8.8,1989,1989-01-01
Mike Dunleavy,0.5,0.5,0.0,0.75,0.0,1.5,1989,1989-01-01
Mike Dunleavy,0.5,0.5,0.0,0.75,0.0,1.5,1989,1989-01-01
Alton Lister,0.499,0.0,0.499,0.499,0.646,8.0,1989,1989-01-01
Avery Johnson,0.349,0.111,0.378,0.355,0.563,1.6,1989,1989-01-01
Dale Ellis,0.501,0.478,0.507,0.549,0.816,27.5,1989,1989-01-01
Mike Champion,0.0,0.0,0.0,0.0,0.0,0.0,1989,1989-01-01
Ed Nealy,0.361,0.0,0.382,0.361,0.444,0.7,1989,1989-01-01
Randy Breuer,0.48,0.0,0.48,0.48,0.549,4.2,1989,1989-01-01
Tony Brown,0.424,0.25,0.451,0.441,0.774,3.0,1989,1989-01-01
Michael Jordan,0.538,0.276,0.553,0.546,0.85,32.5,1989,1989-01-01
John Paxson,0.48,0.331,0.532,0.522,0.861,7.3,1989,1989-01-01
Will Perdue,0.403,0.0,0.403,0.403,0.571,2.2,1989,1989-01-01
Scottie Pippen,0.476,0.273,0.496,0.488,0.668,14.4,1989,1989-01-01
Dominic Pressley,0.29,0.0,0.31,0.29,0.556,1.8,1989,1989-01-01
Brad Sellers,0.485,0.5,0.485,0.488,0.851,6.9,1989,1989-01-01
Sam Vincent,0.484,0.118,0.495,0.486,0.822,9.4,1989,1989-01-01
David Wood,0.0,0.0,0.0,0.0,0.0,0.0,1989,1989-01-01
Hot Rod Williams,0.509,0.25,0.51,0.509,0.748,11.6,1989,1989-01-01
Jeff Grayer,0.438,0.0,0.451,0.438,0.85,7.4,1989,1989-01-01
Darnell Valentine,0.426,0.214,0.436,0.431,0.813,4.8,1989,1989-01-01
Tree Rollins,0.449,0.0,0.453,0.449,0.632,2.3,1989,1989-01-01
Mark Price,0.526,0.441,0.548,0.572,0.901,18.9,1989,1989-01-01
Larry Nance,0.539,0.0,0.541,0.539,0.799,17.2,1989,1989-01-01
Randolph Keys,0.43,0.1,0.451,0.433,0.69,4.0,1989,1989-01-01
Phil Hubbard,0.444,0.0,0.444,0.444,0.68,2.4,1989,1989-01-01
Ron Harper,0.511,0.25,0.54,0.523,0.751,18.6,1989,1989-01-01
Craig Ehlo,0.475,0.39,0.495,0.512,0.607,7.4,1989,1989-01-01
Chris Dudley,0.435,0.0,0.437,0.435,0.364,3.0,1989,1989-01-01
Brad Daugherty,0.538,0.333,0.538,0.538,0.737,18.9,1989,1989-01-01
Pearl Washington,0.424,0.071,0.437,0.425,0.788,7.6,1989,1989-01-01
Greg Ballard,0.125,0.0,0.143,0.125,1.0,3.0,1989,1989-01-01
Michael Cage,0.498,0.0,0.502,0.498,0.743,10.3,1989,1989-01-01
Mike Sanders,0.453,0.3,0.455,0.455,0.719,9.3,1989,1989-01-01
Tim Perry,0.537,0.25,0.543,0.54,0.615,4.1,1989,1989-01-01
Rickey Green,0.489,0.273,0.498,0.494,0.909,4.6,1989,1989-01-01
Jay Humphries,0.483,0.266,0.516,0.501,0.816,11.6,1989,1989-01-01
Winston Crite,0.0,0.0,0.0,0.0,0.0,0.0,1989,1989-01-01
T.R. Dunn,0.343,0.0,0.343,0.343,0.75,1.0,1989,1989-01-01
Kenny Gattison,0.0,0.0,0.0,0.0,0.5,0.5,1989,1989-01-01
Ken Bannister,0.611,0.0,0.629,0.611,0.566,8.2,1989,1989-01-01
Jeff Hornacek,0.495,0.333,0.511,0.51,0.826,13.5,1989,1989-01-01
Benoit Benjamin,0.541,0.0,0.543,0.541,0.744,16.4,1989,1989-01-01
Quintin Dailey,0.465,0.111,0.468,0.465,0.759,16.1,1989,1989-01-01
Tom Garrick,0.49,0.0,0.509,0.49,0.803,6.4,1989,1989-01-01
Grant Gondrezick,0.4,0.273,0.417,0.416,0.65,3.9,1989,1989-01-01
Gary Grant,0.435,0.227,0.441,0.438,0.735,11.9,1989,1989-01-01
Rob Lock,0.281,0.0,0.281,0.281,0.8,1.5,1989,1989-01-01
Danny Manning,0.494,0.2,0.499,0.496,0.767,16.7,1989,1989-01-01
Norm Nixon,0.414,0.276,0.425,0.424,0.738,6.8,1989,1989-01-01
Ken Norman,0.502,0.19,0.507,0.504,0.63,18.1,1989,1989-01-01
Rob Rose,0.0,0.0,0.0,0.0,0.0,0.0,1989,1989-01-01
Armen Gilliam,0.503,0.0,0.503,0.503,0.743,15.9,1989,1989-01-01
Charles Smith,0.495,0.0,0.497,0.495,0.725,16.3,1989,1989-01-01
Charles Smith,0.495,0.0,0.497,0.495,0.725,16.3,1989,1989-01-01
Barry Sumpter,0.0,0.0,0.0,0.0,0.0,0.0,1989,1989-01-01
Ennis Whatley,0.364,0.0,0.364,0.364,0.909,4.3,1989,1989-01-01
Eric White,0.517,0.0,0.517,0.517,0.81,4.2,1989,1989-01-01
Kevin Williams,0.405,0.167,0.412,0.408,0.78,4.2,1989,1989-01-01
Reggie Williams,0.438,0.288,0.469,0.463,0.754,10.2,1989,1989-01-01
Reggie Williams,0.438,0.288,0.469,0.463,0.754,10.2,1989,1989-01-01
Joe Wolf,0.423,0.143,0.433,0.425,0.688,5.8,1989,1989-01-01
Tyrone Corbin,0.54,0.0,0.542,0.54,0.788,8.2,1989,1989-01-01
Tom Chambers,0.471,0.326,0.479,0.48,0.851,25.7,1989,1989-01-01
Eddie Johnson,0.497,0.413,0.51,0.526,0.868,21.5,1989,1989-01-01
Eddie Johnson,0.497,0.413,0.51,0.526,0.868,21.5,1989,1989-01-01
Larry Krystkowiak,0.473,0.333,0.475,0.475,0.823,12.7,1989,1989-01-01
Paul Mokeski,0.36,0.269,0.377,0.381,0.784,2.2,1989,1989-01-01
Sidney Moncrief,0.491,0.342,0.514,0.514,0.865,12.1,1989,1989-01-01
Ricky Pierce,0.518,0.222,0.529,0.522,0.859,17.6,1989,1989-01-01
Paul Pressey,0.474,0.218,0.497,0.483,0.776,12.1,1989,1989-01-01
Fred Roberts,0.486,0.214,0.498,0.491,0.806,5.9,1989,1989-01-01
Jack Sikma,0.431,0.38,0.449,0.48,0.905,13.4,1989,1989-01-01
Andre Turner,0.5,0.0,0.5,0.5,0.0,1.5,1989,1989-01-01
Dan Majerle,0.419,0.329,0.44,0.45,0.614,8.6,1989,1989-01-01
Andrew Lang,0.513,0.0,0.513,0.513,0.65,2.6,1989,1989-01-01
Steve Kerr,0.435,0.471,0.414,0.522,0.667,2.1,1989,1989-01-01
Darrell Griffith,0.446,0.311,0.477,0.475,0.78,13.8,1989,1989-01-01
Tito Horford,0.326,0.0,0.326,0.326,0.632,1.7,1989,1989-01-01
Dominique Wilkins,0.464,0.276,0.475,0.472,0.844,26.2,1989,1989-01-01
Ray Tolbert,0.426,0.0,0.426,0.426,0.622,2.1,1989,1989-01-01
Reggie Theus,0.466,0.293,0.476,0.474,0.851,15.8,1989,1989-01-01
Doc Rivers,0.455,0.347,0.474,0.481,0.861,13.6,1989,1989-01-01
Pace Mannion,0.5,0.0,0.667,0.5,0.0,0.8,1989,1989-01-01
Moses Malone,0.491,0.0,0.496,0.491,0.789,20.2,1989,1989-01-01
Cliff Levingston,0.528,0.2,0.531,0.529,0.696,9.2,1989,1989-01-01
Jon Koncak,0.524,0.0,0.53,0.524,0.553,4.7,1989,1989-01-01
Duane Ferrell,0.422,0.0,0.422,0.422,0.682,2.4,1989,1989-01-01
Antoine Carr,0.48,0.0,0.481,0.48,0.855,7.5,1989,1989-01-01
Dudley Bradley,0.326,0.258,0.364,0.372,0.5,1.9,1989,1989-01-01
John Battle,0.457,0.324,0.465,0.466,0.815,9.5,1989,1989-01-01
Kevin Johnson,0.505,0.091,0.514,0.506,0.882,20.4,1989,1989-01-01
Spud Webb,0.459,0.045,0.493,0.46,0.867,3.9,1989,1989-01-01
Mark West,0.653,0.0,0.653,0.653,0.535,7.2,1989,1989-01-01
Anthony Taylor,0.397,0.0,0.403,0.397,0.75,6.9,1989,1989-01-01
Bart Kofoed,0.364,0.0,0.375,0.364,0.545,1.6,1989,1989-01-01
Eric Leckner,0.545,0.0,0.545,0.545,0.699,4.3,1989,1989-01-01
Jim Les,0.301,0.071,0.328,0.305,0.781,1.7,1989,1989-01-01
Karl Malone,0.519,0.313,0.521,0.521,0.766,29.1,1989,1989-01-01
José Ortiz,0.44,0.0,0.444,0.44,0.596,2.8,1989,1989-01-01
John Stockton,0.538,0.242,0.561,0.547,0.863,17.1,1989,1989-01-01
Marc Iavaroni,0.442,0.0,0.444,0.442,0.818,2.3,1989,1989-01-01
Pooh Richardson,0.461,0.277,0.479,0.473,0.589,11.4,1990,1990-01-01
Nick Anderson,0.494,0.059,0.504,0.495,0.705,11.5,1990,1990-01-01
Mark Acres,0.484,0.75,0.48,0.489,0.692,4.5,1990,1990-01-01
Winston Bennett,0.479,0.0,0.479,0.479,0.667,6.1,1990,1990-01-01
Chucky Brown,0.47,0.0,0.477,0.47,0.762,7.3,1990,1990-01-01
Derrick Chievous,0.477,0.333,0.483,0.484,0.721,5.3,1990,1990-01-01
Brad Daugherty,0.479,0.0,0.481,0.479,0.704,16.8,1990,1990-01-01
Craig Ehlo,0.464,0.419,0.48,0.519,0.681,13.6,1990,1990-01-01
Otis Thorpe,0.548,0.0,0.554,0.548,0.688,17.1,1990,1990-01-01
Mitchell Wiggins,0.488,0.0,0.489,0.488,0.81,15.5,1990,1990-01-01
B.J. Armstrong,0.485,0.5,0.484,0.489,0.885,5.6,1990,1990-01-01
Bill Cartwright,0.488,0.0,0.488,0.488,0.811,11.4,1990,1990-01-01
Charles Davis,0.367,0.28,0.383,0.389,0.875,2.5,1990,1990-01-01
Horace Grant,0.523,0.0,0.523,0.523,0.699,13.4,1990,1990-01-01
Craig Hodges,0.438,0.481,0.387,0.569,0.909,6.5,1990,1990-01-01
Michael Jordan,0.526,0.376,0.548,0.55,0.848,33.6,1990,1990-01-01
Stacey King,0.504,0.0,0.505,0.504,0.727,8.9,1990,1990-01-01
Clifford Lett,0.25,0.0,0.25,0.25,0.0,1.0,1990,1990-01-01
Ed Nealy,0.529,0.0,0.544,0.529,0.732,2.3,1990,1990-01-01
John Paxson,0.516,0.359,0.539,0.539,0.824,10.0,1990,1990-01-01
John Battle,0.506,0.154,0.514,0.507,0.756,10.9,1990,1990-01-01
Michael Ansley,0.497,0.0,0.497,0.497,0.722,8.7,1990,1990-01-01
Terry Catledge,0.474,0.25,0.476,0.475,0.702,19.4,1990,1990-01-01
Dave Corzine,0.379,0.0,0.379,0.379,0.0,3.7,1990,1990-01-01
Mark Wade,0.0,0.0,0.0,0.0,0.0,0.0,1990,1990-01-01
Bill Wennington,0.449,0.0,0.457,0.449,0.8,4.5,1990,1990-01-01
Randy White,0.369,0.071,0.387,0.371,0.562,4.3,1990,1990-01-01
Anthony Bowie,0.406,0.286,0.415,0.416,0.741,4.3,1990,1990-01-01
Adrian Caldwell,0.553,0.0,0.553,0.553,0.464,1.9,1990,1990-01-01
Byron Dinkins,0.404,0.111,0.43,0.408,0.867,3.5,1990,1990-01-01
Sleepy Floyd,0.451,0.38,0.48,0.506,0.806,12.2,1990,1990-01-01
Buck Johnson,0.495,0.118,0.501,0.496,0.759,14.8,1990,1990-01-01
Lewis Lloyd,0.566,0.0,0.566,0.566,0.563,3.3,1990,1990-01-01
John Lucas,0.375,0.299,0.407,0.419,0.764,5.8,1990,1990-01-01
Vernon Maxwell,0.439,0.267,0.473,0.461,0.645,9.0,1990,1990-01-01
Tim Mccormick,0.345,0.0,0.345,0.345,0.526,1.7,1990,1990-01-01
Chuck Nevitt,1.0,0.0,1.0,1.0,0.0,1.3,1990,1990-01-01
Hakeem Olajuwon,0.501,0.167,0.502,0.501,0.713,24.3,1990,1990-01-01
Larry Smith,0.474,0.0,0.479,0.474,0.364,3.0,1990,1990-01-01
Herb Williams,0.444,0.222,0.447,0.445,0.679,8.6,1990,1990-01-01
Delaney Rudd,0.429,0.286,0.468,0.459,0.66,3.5,1990,1990-01-01
John Stockton,0.514,0.416,0.528,0.54,0.819,17.2,1990,1990-01-01
Morlon Wiley,0.442,0.37,0.463,0.483,0.737,5.7,1990,1990-01-01
Sam Vincent,0.457,0.071,0.467,0.458,0.879,11.2,1990,1990-01-01
Jeff Turner,0.429,0.2,0.436,0.432,0.778,5.1,1990,1990-01-01
Reggie Theus,0.439,0.248,0.458,0.45,0.853,18.9,1990,1990-01-01
Otis Smith,0.492,0.25,0.506,0.499,0.761,13.5,1990,1990-01-01
Scott Skiles,0.409,0.394,0.416,0.466,0.874,7.7,1990,1990-01-01
Mark Bryant,0.458,0.0,0.458,0.458,0.56,2.9,1990,1990-01-01
Jerry Reynolds,0.417,0.071,0.424,0.418,0.742,12.8,1990,1990-01-01
Sidney Green,0.468,0.333,0.468,0.469,0.651,10.4,1990,1990-01-01
Will Perdue,0.414,0.0,0.422,0.414,0.692,3.8,1990,1990-01-01
Scottie Pippen,0.489,0.25,0.514,0.501,0.675,16.5,1990,1990-01-01
John Salley,0.512,0.25,0.515,0.513,0.713,7.2,1990,1990-01-01
Steve Kerr,0.444,0.507,0.413,0.529,0.863,6.7,1990,1990-01-01
William Bedford,0.432,0.167,0.445,0.436,0.409,2.8,1990,1990-01-01
Mark Aguirre,0.488,0.333,0.506,0.505,0.756,14.1,1990,1990-01-01
Paul Mokeski,0.42,0.0,0.423,0.42,0.694,4.0,1990,1990-01-01
John Morton,0.298,0.233,0.313,0.32,0.694,3.9,1990,1990-01-01
Larry Nance,0.511,1.0,0.51,0.511,0.778,16.3,1990,1990-01-01
Bill Hanzlik,0.452,0.194,0.474,0.46,0.743,6.2,1990,1990-01-01
Alex English,0.491,0.4,0.491,0.492,0.88,17.9,1990,1990-01-01
T.R. Dunn,0.454,0.0,0.463,0.454,0.667,1.8,1990,1990-01-01
Walter Davis,0.481,0.13,0.497,0.484,0.912,17.5,1990,1990-01-01
Joe Barry Carroll,0.411,0.0,0.412,0.411,0.774,10.0,1990,1990-01-01
Michael Adams,0.402,0.366,0.431,0.482,0.85,15.5,1990,1990-01-01
